0,0,2018/02/25-06:39:18
4,0,2018/02/25-06:46:06
5,0,2018/02/25-06:46:44
0,3,2018/02/25-06:47:23
3,2,2018/02/25-06:48:29
1,1,2018/02/25-06:49:18
0,0,2018/02/25-06:50:05
2,0,2018/03/02-05:35:43
0,0,2018/03/02-05:52:05
1,0,2018/03/02-07:11:04
0,0,2018/03/02-07:11:59
0,0,2018/03/02-07:12:58
0,1,2018/03/02-07:14:16
