0,0,0,2015/06/12-01:43:35
3,0,0,2015/06/12-04:08:19
2,0,0,2015/06/14-02:16:33
0,0,0,2015/07/07-02:55:54
1,0,0,2015/07/07-11:10:10
0,0,0,2015/07/16-03:13:30
0,0,0,2015/07/23-10:14:16
0,0,0,2015/08/08-09:11:00
0,0,0,2015/08/16-04:17:44
0,0,0,2015/08/21-09:35:58
0,0,0,2015/08/24-02:08:29
0,0,0,2015/09/28-01:12:58
0,0,0,2015/10/03-03:19:06
0,0,0,2015/10/10-06:44:18
0,0,0,2015/10/10-01:58:01
0,0,0,2016/01/01-12:55:36
0,0,0,2016/01/01-01:44:00
0,0,0,2016/01/02-10:24:56
0,0,0,2016/01/02-04:24:33
0,0,0,2016/01/03-06:03:14
0,0,0,2016/01/23-11:35:06
0,0,0,2016/01/25-09:49:40
0,0,0,2016/01/25-11:54:21
0,0,0,2016/02/17-02:09:46
0,0,0,2016/02/17-04:29:57
0,0,0,2016/02/18-07:12:46
0,0,0,2016/07/08-10:53:20
0,0,0,2016/10/29-01:09:10
0,0,0,2016/10/29-01:10:11
1,0,0,2016/10/29-04:23:08
1,0,0,2016/10/29-05:42:05
0,0,0,2016/10/31-07:55:06
0,0,0,2016/10/31-08:18:48
0,0,0,2016/10/31-08:19:00
0,0,0,2016/10/31-08:29:23
0,0,0,2016/10/31-09:58:58
0,0,0,2016/10/31-10:05:06
0,0,0,2016/10/31-10:07:41
0,0,0,2016/11/02-02:04:51
0,0,0,2016/11/11-11:40:44
0,0,0,2016/11/13-11:03:23
0,0,0,2016/11/13-11:07:41
0,0,0,2016/11/14-08:10:15
0,0,0,2016/11/14-09:24:22
0,0,0,2016/11/14-09:26:52
0,0,0,2016/11/14-09:27:32
0,0,0,2016/11/14-09:28:50
0,0,0,2017/06/12-05:31:10
0,0,0,2017/12/07-11:47:19
1,0,0,2017/12/09-07:30:54
0,0,0,2017/12/10-04:51:18
0,0,0,2017/12/11-03:59:43
0,0,0,2017/12/11-10:22:01
0,0,0,2017/12/12-01:03:37
