0,0,0,0,2013/10/25-12:19:00
0,0,0,0,2013/11/04-09:31:01
0,0,0,0,2013/12/20-04:25:49
0,0,0,0,2013/12/22-08:47:35
0,0,0,0,2013/12/23-08:05:57
0,0,0,0,2013/12/26-08:43:37
0,0,0,0,2013/12/26-01:46:13
0,0,0,0,2014/02/04-03:36:55
0,0,0,0,2014/02/11-11:32:09
0,0,0,0,2014/02/20-07:59:17
0,0,0,0,2014/02/20-08:00:20
0,0,0,0,2014/02/28-07:28:25
0,0,0,0,2014/03/02-06:23:06
0,0,0,0,2014/03/02-09:17:08
0,0,0,0,2014/03/04-03:23:08
0,0,0,0,2014/03/04-04:29:32
0,0,0,0,2014/03/04-05:04:57
0,0,0,0,2014/03/05-01:42:10
0,0,0,0,2014/03/05-05:18:25
0,0,0,0,2014/03/10-06:27:49
0,0,0,0,2014/03/10-03:04:48
0,0,0,0,2014/03/22-07:31:55
0,0,0,0,2014/03/26-08:00:07
0,0,0,0,2014/04/03-08:22:09
0,0,0,0,2014/04/04-02:58:33
0,0,0,0,2014/04/04-04:35:35
0,0,0,0,2014/04/04-05:18:46
0,0,0,0,2014/05/20-05:22:44
0,0,0,0,2014/06/03-08:31:48
0,0,0,0,2014/06/10-08:05:54
0,0,0,0,2014/06/12-12:53:20
0,0,0,0,2014/06/12-07:59:59
0,0,0,0,2014/06/17-06:07:04
0,0,0,0,2014/07/02-07:39:05
0,0,0,0,2014/07/20-06:54:18
0,0,0,0,2014/07/27-04:51:41
0,0,0,0,2014/08/08-07:17:06
0,0,0,0,2014/08/08-07:18:21
0,0,0,0,2014/08/12-04:13:46
0,0,0,0,2014/08/22-11:24:33
0,0,0,0,2014/09/13-08:40:36
0,0,0,0,2014/09/15-08:03:50
0,0,0,0,2014/09/23-11:17:27
0,0,0,0,2014/09/29-07:48:11
0,0,0,0,2014/10/04-12:56:09
0,0,0,0,2014/10/05-06:24:22
0,0,0,0,2014/10/06-03:30:31
0,0,0,0,2014/11/06-06:34:47
0,0,0,0,2014/11/24-06:32:44
0,0,0,0,2014/12/01-02:56:31
0,0,0,0,2014/12/01-02:57:52
0,0,0,0,2014/12/03-09:02:55
0,0,0,0,2015/02/01-03:51:02
0,0,0,0,2015/02/08-01:10:30
0,0,0,0,2015/02/19-08:26:59
0,0,0,0,2015/02/27-04:57:58
0,0,0,0,2015/03/10-09:07:49
0,0,0,0,2015/04/09-03:03:23
0,0,0,0,2015/05/21-06:27:27
0,0,0,0,2015/05/25-06:28:38
0,0,0,0,2015/06/24-08:17:35
0,0,0,0,2015/07/22-03:56:37
0,0,0,0,2015/08/21-07:02:03
0,0,0,0,2015/09/24-05:52:02
0,0,0,0,2015/09/27-09:55:22
0,0,0,0,2015/09/29-07:46:48
0,0,0,0,2015/10/29-02:10:07
0,0,0,0,2015/11/11-07:49:42
0,0,0,0,2015/11/26-06:04:02
0,0,0,0,2015/11/27-03:03:48
0,0,0,0,2015/11/27-04:58:34
0,0,0,0,2015/12/04-12:12:52
0,0,0,0,2015/12/06-05:18:39
0,0,0,0,2015/12/09-03:27:52
0,0,0,0,2016/01/11-02:19:48
0,0,0,0,2016/01/14-07:16:32
0,0,0,0,2016/03/05-10:49:31
0,0,0,0,2016/03/07-02:21:41
0,0,0,0,2016/03/07-03:17:09
0,0,0,0,2016/03/16-09:26:32
0,0,0,0,2016/03/22-04:39:23
0,0,0,0,2016/04/22-10:49:00
0,0,0,0,2016/04/29-12:42:16
0,0,0,0,2016/04/29-12:42:55
0,0,0,0,2016/05/25-06:49:47
0,0,0,0,2016/06/24-07:27:15
0,0,0,0,2016/06/28-02:58:52
1,0,0,1,2016/10/11-08:57:01
1,0,0,1,2016/10/14-07:25:02
0,0,0,1,2017/03/30-08:58:05
0,0,0,1,2017/04/03-05:43:15
0,0,0,1,2017/04/03-05:44:03
0,0,0,1,2017/04/03-05:44:43
0,0,0,1,2017/04/06-04:13:36
0,0,0,1,2017/04/06-04:14:15
0,0,0,1,2017/04/06-04:16:46
0,0,0,1,2017/04/18-05:37:21
0,0,0,1,2017/04/18-05:37:49
0,0,0,1,2017/07/08-01:32:04
0,0,0,1,2017/07/09-04:51:33
0,0,0,1,2017/07/23-09:56:38
0,0,0,1,2017/07/10-10:58:34
0,0,0,1,2017/07/10-11:08:17
0,0,0,1,2017/07/10-11:24:29
0,0,0,1,2017/07/10-11:36:27
0,0,0,1,2017/07/10-10:58:34
0,0,0,1,2017/07/10-11:08:17
0,0,0,1,2017/07/10-11:24:29
0,0,0,1,2017/07/10-11:36:27
1,0,0,2,2017/10/31-08:10:07
0,0,0,1,2017/07/10-11:08:17
0,0,0,1,2017/07/10-11:24:29
0,0,0,1,2017/07/10-11:36:27
0,0,0,1,2017/07/10-10:58:34
0,0,0,1,2017/07/10-11:08:17
0,0,0,1,2017/07/10-11:24:29
0,0,0,1,2017/07/10-11:36:27
0,0,0,1,2017/12/08-02:35:59
0,0,0,1,2017/07/10-10:58:34
0,0,0,1,2017/07/10-11:08:17
0,0,0,1,2017/07/10-11:24:29
0,0,0,1,2017/07/10-11:36:27
0,0,0,1,2017/12/09-06:19:46
0,0,0,1,2017/12/09-06:21:24
0,0,0,1,2017/12/09-06:55:18
0,0,0,1,2017/12/09-08:20:19
0,0,0,1,2017/12/09-06:19:46
0,0,0,1,2017/12/09-06:21:24
0,0,0,1,2017/12/09-06:55:18
0,0,0,1,2017/12/09-08:20:19
0,0,0,1,2017/12/09-06:19:46
