6,0,0,2013/10/25-12:19:00
0,0,0,2013/10/25-12:55:11
0,0,0,2013/10/25-12:55:57
0,0,0,2013/10/26-07:34:39
0,0,0,2013/11/04-09:31:01
1,0,4,2013/12/20-04:25:49
0,0,0,2013/12/22-09:12:41
0,0,0,2013/12/22-08:47:35
0,0,0,2013/12/23-08:05:57
0,0,0,2013/12/23-08:54:31
0,0,0,2013/12/24-05:38:40
0,0,0,2013/12/24-07:25:13
0,0,0,2013/12/26-08:43:37
0,0,0,2013/12/26-01:46:13
0,0,0,2013/12/27-01:30:04
0,0,0,2013/12/27-04:35:25
0,0,0,2013/12/27-08:33:37
0,0,0,2014/01/03-09:45:33
0,0,0,2014/01/24-01:58:14
0,0,0,2014/02/04-03:36:55
0,0,0,2014/02/11-11:32:09
0,0,0,2014/02/11-11:44:02
0,1,0,2014/02/20-07:59:17
0,0,0,2014/02/20-08:00:20
0,0,0,2014/02/20-08:15:57
0,0,0,2014/02/20-08:18:58
0,0,0,2014/02/24-07:36:05
0,0,1,2014/02/28-07:28:25
0,0,0,2014/03/01-08:01:48
0,0,0,2014/03/02-06:23:06
0,0,0,2014/03/02-08:42:50
0,0,1,2014/03/02-09:17:08
0,0,0,2014/03/02-05:17:57
0,0,0,2014/03/03-05:07:51
0,0,0,2014/03/04-03:23:08
0,1,1,2014/03/04-04:29:32
1,1,0,2014/03/04-05:04:57
0,0,0,2014/03/05-01:42:10
0,0,0,2014/03/05-05:18:25
0,0,0,2014/03/10-06:27:49
0,0,0,2014/03/10-03:04:48
0,0,0,2014/03/13-03:21:38
0,0,0,2014/03/14-06:57:27
0,0,0,2014/03/22-07:31:55
0,0,0,2014/03/22-08:20:13
0,0,0,2014/03/22-08:29:02
0,0,0,2014/03/22-09:09:24
0,0,0,2014/03/22-09:24:19
0,0,0,2014/03/23-09:12:13
0,0,0,2014/03/23-09:12:45
0,0,0,2014/03/23-09:22:04
0,0,0,2014/03/23-09:24:04
0,0,0,2014/03/23-05:01:07
0,0,0,2014/03/23-05:03:38
0,0,0,2014/03/24-06:10:35
0,0,0,2014/03/24-09:25:32
0,0,0,2014/03/25-07:58:47
0,0,0,2014/03/25-07:59:40
0,0,0,2014/03/25-08:38:23
0,0,0,2014/03/25-08:39:51
0,0,0,2014/03/26-09:24:54
0,0,0,2014/03/26-05:16:28
1,1,1,2014/03/26-08:00:07
0,0,0,2014/03/26-08:50:46
0,0,0,2014/03/27-11:25:53
0,0,0,2014/03/31-06:06:08
0,0,0,2014/03/31-06:23:25
0,0,0,2014/03/31-11:14:49
0,0,0,2014/03/31-10:00:35
0,0,0,2014/04/02-02:36:57
0,0,0,2014/04/03-07:23:39
0,0,0,2014/04/03-08:04:00
0,0,0,2014/04/03-06:18:54
0,0,0,2014/04/03-06:56:42
0,0,0,2014/04/03-08:22:09
0,0,0,2014/04/04-02:58:33
0,0,1,2014/04/04-04:35:35
0,0,1,2014/04/04-05:18:46
0,0,0,2014/04/04-08:00:38
0,0,0,2014/04/04-09:00:47
0,0,0,2014/04/04-09:38:10
0,0,0,2014/04/04-09:39:06
0,0,0,2014/04/05-02:55:51
0,0,0,2014/04/05-10:27:42
0,0,0,2014/04/05-02:11:44
0,0,0,2014/04/08-02:08:59
0,0,0,2014/05/16-08:05:49
0,0,0,2014/05/16-08:32:05
0,0,0,2014/05/17-05:51:36
0,0,0,2014/05/18-08:46:02
0,0,0,2014/05/18-06:44:30
0,0,0,2014/05/20-05:22:44
0,0,0,2014/05/24-07:47:05
0,2,0,2014/06/03-08:31:48
0,0,0,2014/06/03-08:57:30
0,0,0,2014/06/03-09:24:06
0,0,0,2014/06/04-01:00:42
0,0,0,2014/06/04-01:02:46
0,0,0,2014/06/04-03:57:11
0,0,0,2014/06/04-04:27:43
0,0,0,2014/06/06-08:35:21
0,1,0,2014/06/10-08:05:54
0,0,0,2014/06/10-08:33:45
0,0,0,2014/06/10-09:22:42
0,0,0,2014/06/11-10:13:15
0,0,0,2014/06/12-12:53:20
0,0,0,2014/06/12-04:55:13
0,0,0,2014/06/12-07:37:05
0,3,0,2014/06/12-07:59:59
0,0,0,2014/06/13-07:42:21
0,0,0,2014/06/13-12:03:06
0,0,0,2014/06/13-03:26:05
0,0,0,2014/06/14-05:36:01
0,0,0,2014/06/14-09:18:58
0,0,0,2014/06/14-08:23:36
0,0,0,2014/06/15-05:03:43
0,0,0,2014/06/16-09:36:54
0,0,0,2014/06/16-11:31:12
0,3,0,2014/06/17-06:07:04
0,0,0,2014/06/17-11:45:21
0,0,0,2014/06/17-12:10:02
0,0,0,2014/06/17-05:43:57
0,0,0,2014/06/19-09:18:13
0,0,0,2014/06/20-04:34:16
0,0,0,2014/06/21-06:46:11
0,0,0,2014/06/22-06:36:52
0,0,0,2014/06/22-06:49:25
0,0,0,2014/06/22-06:49:42
0,0,0,2014/06/22-06:15:10
1,0,1,2014/07/02-07:39:05
0,0,0,2014/07/03-11:55:04
0,0,0,2014/07/03-07:41:59
0,0,0,2014/07/09-09:15:58
0,0,0,2014/07/10-08:30:55
0,0,0,2014/07/10-09:14:36
0,0,0,2014/07/10-06:15:39
0,0,0,2014/07/11-10:54:17
0,0,0,2014/07/11-06:47:50
0,0,0,2014/07/11-07:14:13
0,0,0,2014/07/12-07:23:36
0,0,0,2014/07/12-11:50:12
0,0,0,2014/07/12-12:38:37
0,0,0,2014/07/12-08:02:21
0,0,0,2014/07/13-07:50:31
0,0,0,2014/07/14-06:27:26
0,0,0,2014/07/15-04:57:09
0,0,0,2014/07/15-06:27:28
0,0,0,2014/07/15-07:14:13
0,0,0,2014/07/16-06:36:07
0,0,0,2014/07/19-08:31:49
0,0,0,2014/07/20-01:02:01
0,0,0,2014/07/20-06:49:33
1,0,1,2014/07/20-06:54:18
0,0,0,2014/07/22-08:27:00
0,0,0,2014/07/23-01:53:14
0,0,0,2014/07/26-07:28:33
0,0,0,2014/07/26-08:18:24
1,0,1,2014/07/27-04:51:41
0,0,0,2014/07/27-05:20:02
0,0,0,2014/07/27-07:53:00
0,0,0,2014/07/30-04:49:39
0,0,0,2014/07/30-09:50:12
0,0,0,2014/08/01-08:31:15
0,0,0,2014/08/05-08:17:40
0,0,0,2014/08/06-06:27:24
0,0,0,2014/08/08-07:17:06
0,0,0,2014/08/08-07:18:21
0,0,0,2014/08/12-04:13:46
0,0,0,2014/08/12-04:20:35
0,0,0,2014/08/22-11:24:33
0,0,0,2014/08/22-08:22:33
0,0,0,2014/08/23-06:51:53
0,0,0,2014/08/26-07:26:25
0,0,0,2014/08/27-03:53:26
0,0,0,2014/08/29-06:06:04
0,0,0,2014/08/30-04:30:42
0,0,0,2014/08/31-06:02:28
0,0,0,2014/09/01-12:43:03
0,0,0,2014/09/13-08:40:36
0,0,0,2014/09/15-08:03:50
0,0,0,2014/09/15-08:17:39
0,0,0,2014/09/15-08:35:01
0,0,1,2014/09/23-11:17:27
0,0,0,2014/09/24-12:08:25
0,0,0,2014/09/25-12:54:35
0,0,0,2014/09/25-11:57:17
0,0,0,2014/09/28-10:37:26
0,0,0,2014/09/28-12:07:16
0,0,0,2014/09/29-07:48:11
0,0,0,2014/09/30-07:36:18
0,0,0,2014/10/01-04:55:24
0,0,0,2014/10/04-12:56:09
0,0,0,2014/10/05-06:23:57
0,0,1,2014/10/05-06:24:22
0,0,1,2014/10/06-03:30:31
0,0,0,2014/10/06-07:38:00
0,0,0,2014/10/07-05:14:27
0,0,0,2014/10/07-05:15:02
0,0,0,2014/10/08-05:22:22
0,0,0,2014/10/09-12:55:05
0,0,0,2014/10/10-02:16:39
0,0,0,2014/10/11-08:30:32
0,0,0,2014/10/11-08:37:47
0,0,0,2014/10/12-01:29:31
0,0,0,2014/10/14-05:13:16
0,0,0,2014/10/14-05:36:15
0,0,0,2014/10/15-03:43:52
0,0,0,2014/10/16-05:02:44
0,0,0,2014/10/17-03:29:13
0,0,0,2014/10/17-08:06:51
0,0,0,2014/10/20-08:30:05
0,0,0,2014/10/20-03:11:47
0,0,0,2014/10/21-05:35:16
0,0,0,2014/10/21-07:16:51
0,0,0,2014/10/22-07:11:47
0,0,0,2014/10/22-05:01:07
0,0,0,2014/10/23-04:55:32
0,0,0,2014/10/23-12:30:35
0,0,0,2014/10/23-12:31:55
0,0,0,2014/10/24-10:43:45
0,0,0,2014/10/24-11:04:53
0,0,0,2014/10/25-04:16:21
0,0,0,2014/10/28-02:07:44
0,0,0,2014/10/28-06:27:44
0,0,0,2014/10/29-11:28:54
0,0,0,2014/10/30-06:27:41
0,0,0,2014/10/31-04:02:29
0,0,1,2014/11/06-06:34:47
0,0,0,2014/11/06-06:35:05
0,0,0,2014/11/06-08:41:49
0,0,0,2014/11/06-08:45:20
0,0,0,2014/11/06-08:46:54
0,0,0,2014/11/06-08:50:33
0,0,0,2014/11/07-07:23:17
0,0,0,2014/11/07-05:10:12
0,0,0,2014/11/07-09:14:48
0,0,0,2014/11/10-08:05:22
0,0,0,2014/11/11-07:16:17
0,0,0,2014/11/11-07:16:25
0,0,0,2014/11/12-07:41:46
0,0,0,2014/11/12-07:16:59
0,0,0,2014/11/13-05:10:14
0,0,0,2014/11/13-05:10:26
0,0,0,2014/11/14-12:40:15
